deck_id,annotator,slide,claim_index,claim_text,claim_key,slide_title,label,evidence_text,ambiguity_note,context,flag
arts_01__claudecode,윤서,8,73,산업적 주도권과 민족주의의 이중주,산업적 주도권과 민족주의의 이중주,간전기의 역설,근거 있음,간전기의 역설: 산업적 주도권과 민족주의의 이중주,,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,74,음악 속 정치적 메시지,음악 속 정치적 메시지,간전기의 역설,근거 있음,"특히 주목해야 할 지점은 이 유대인 중개인들이 유통 경로를 통해 단순히 음악만을 실어 나른 것이 아니라, 아랍 정체성과 관련된 복잡한 정치적 메시지까지 유포했다는 사실이다.",,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,75,유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.,유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.,간전기의 역설,근거 있음,"특히 주목해야 할 지점은 이 유대인 중개인들이 유통 경로를 통해 단순히 음악만을 실어 나른 것이 아니라, 아랍 정체성과 관련된 복잡한 정치적 메시지까지 유포했다는 사실이다.",,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,76,"<나의 조국> — 하비바 메시카, 바이다폰","<나의 조국> — 하비바 메시카, 바이다폰",간전기의 역설,근거 있음,"튀니지 유대인 스타 하비바 메시카는 베를린의 바이다폰에서 <나의조국>이나 <이집트국가>, <파이살 국왕찬가>와 같은 곡들을 발표했는데, 표면적으로는 이집트나 이라크를 노래했지만, 마그레브 청중들에게는 자신들의 독립과 자유를 향한 갈망을 일깨우는 청각적 선전물로 기능했다.",,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,윤서,8,77,<이집트 국가> — 민족주의 열망의 청각적 선전물,<이집트 국가> — 민족주의 열망의 청각적 선전물,간전기의 역설,근거 있음,"튀니지 유대인 스타 하비바 메시카는 베를린의 바이다폰에서 <나의조국>이나 <이집트국가>, <파이살 국왕찬가>와 같은 곡들을 발표했는데, 표면적으로는 이집트나 이라크를 노래했지만, 마그레브 청중들에게는 자신들의 독립과 자유를 향한 갈망을 일깨우는 청각적 선전물로 기능했다.",,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,윤서,8,78,<사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상,<사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상,간전기의 역설,근거 있음,"또한, 유대인 음악가 릴리 라바시가 부른 <사하라로가는이여>는 당시 망명 중이던 모로코 민족주의 지도자 알랄알-파시(Allal al-Fassi)를 지지하는 노래로 해석되어 프랑스 당국의 집중적인 검열과 압수 대상이 되기도 했다",,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,윤서,8,79,민족주의의 부메랑,민족주의의 부메랑,간전기의 역설,무근거,,,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,80,"1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.","1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.",간전기의 역설,근거 있음,1930년대 후반에 접어들면서 무슬림 민족주의 엘리트들은 유대인들이 음악 산업의 경영권을 독점하고 있는 현상에 대해 노골적인 적대감을 드러내기 시작했다.,,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,81,‘음악적 순수성’을 이데올로기적 무기로 동원,‘음악적 순수성’을 이데올로기적 무기로 동원,간전기의 역설,근거 있음,그들은 ‘음악적 순수성’을 이데올로기적 무기로 삼아 유대인 예술가들을‘전통을 오염시키는 외부자’로 규정했다.,,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,82,유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정,유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정,간전기의 역설,근거 있음,그들은 ‘음악적 순수성’을 이데올로기적 무기로 삼아 유대인 예술가들을‘전통을 오염시키는 외부자’로 규정했다.,,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,83,아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장,아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장,간전기의 역설,근거 있음,"알제리 민족주의 지식인 아흐마드 타우피크 마다니(Ahmad Tawfiq Madani)는 유대인들이 아랍어 가사를 부패시키고 안달루시아 음악의 정통성을 훼손했다고 비판하며, ‘순수한 아랍어(fusha)’로의 복원을 주장했다",,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,8,84,음악 시장 주도권의 정치·경제적 탈환 시도,음악 시장 주도권의 정치·경제적 탈환 시도,간전기의 역설,근거 있음,이는 유대인이 일궈놓은 음악 시장의 주도권을 탈환하여‘ 아랍-무슬림만의 배타적 유산’으로 재편하려는 고도의 정치․경제적 투쟁이었다.,,"[제목] 간전기의 역설
[카드헤더] 산업적 주도권과 민족주의의 이중주
[카드헤더] 음악 속 정치적 메시지
[카드헤더] 민족주의의 부메랑
[카드본문] 유대인 중개인들은 음악뿐 아니라 아랍 정체성과 관련된 정치적 메시지까지 유포했다.
[연표행] 1930년대 후반, 무슬림 민족주의 엘리트들이 유대인의 산업 독점에 적대감을 표출하기 시작했다.
[불릿] ♪ <나의 조국> — 하비바 메시카, 바이다폰
[불릿] • ‘음악적 순수성’을 이데올로기적 무기로 동원
[불릿] • 유대인 예술가를 ‘전통을 오염시키는 외부자’로 규정
[불릿] ♪ <이집트 국가> — 민족주의 열망의 청각적 선전물
[불릿] • 아흐마드 마다니: ‘순수 아랍어(fusha)’ 복원 주장
[불릿] ♪ <사하라로 가는 이여> — 릴리 라바시 → 프랑스 당국 검열 대상
[불릿] • 음악 시장 주도권의 정치·경제적 탈환 시도",
arts_01__claudecode,윤서,9,85,청각적 게토화,청각적 게토화,청각적 게토화,근거 있음,"결국, 공영 라디오 방송과 국립 공연장에서 유대인의 목소리가 점차 사라지고, 이들의 예술이 ‘유대인만의 특수한 하위 장르’로 격하되는 ‘청각적 게토화’가 가속화되었다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,86,제도적 배제에서 셰이크 레이몽까지,제도적 배제에서 셰이크 레이몽까지,청각적 게토화,근거 있음,"유대인들은 자신들이 앞장서서 구축한 근대 음악 산업의 성과로부터 소외되었으며, 그들의 기여는 이제 아랍이라는 새로운 국가 정체성 안에서 청산되거나 배제되어야 할 유산으로 간주되기에 이르렀다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,87,1930–34,1930–34,청각적 게토화,근거 있음,"또한, 튀니지의 ‘라라시디아(La Rachidia, 1934)’나 알제리의 ‘엘 자자이리아(El Djazaïria, 1930)’와 같은 무슬림만으로 구성된 오케스트라들이 창설되면서 기존에 유대인들이 주축이었던 ‘엘 무트리비아(El Moutribia)’와 같은 협회들은 주류에서 밀려나기 시작했다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,88,무슬림 전용 오케스트라 창설,무슬림 전용 오케스트라 창설,청각적 게토화,근거 있음,"또한, 튀니지의 ‘라라시디아(La Rachidia, 1934)’나 알제리의 ‘엘 자자이리아(El Djazaïria, 1930)’와 같은 무슬림만으로 구성된 오케스트라들이 창설되면서 기존에 유대인들이 주축이었던 ‘엘 무트리비아(El Moutribia)’와 같은 협회들은 주류에서 밀려나기 시작했다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,89,"라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남","라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남",청각적 게토화,근거 있음,"또한, 튀니지의 ‘라라시디아(La Rachidia, 1934)’나 알제리의 ‘엘 자자이리아(El Djazaïria, 1930)’와 같은 무슬림만으로 구성된 오케스트라들이 창설되면서 기존에 유대인들이 주축이었던 ‘엘 무트리비아(El Moutribia)’와 같은 협회들은 주류에서 밀려나기 시작했다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,90,1932.0,1932.0,청각적 게토화,근거 있음,1932년 카이로에서 열린 제1회 아랍 음악 학회(Congress of Arab Music)에서 마그레브 대표단은 유대인 음악가들의 실질적인 공헌에도 불구하고 단 한 명의 유대인 단원도 파견하지 않았다.,,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,윤서,9,91,카이로 아랍음악학회,카이로 아랍음악학회,청각적 게토화,근거 있음,1932년 카이로에서 열린 제1회 아랍 음악 학회(Congress of Arab Music)에서 마그레브 대표단은 유대인 음악가들의 실질적인 공헌에도 불구하고 단 한 명의 유대인 단원도 파견하지 않았다.,,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,92,마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징,마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징,청각적 게토화,근거 있음,1932년 카이로에서 열린 제1회 아랍 음악 학회(Congress of Arab Music)에서 마그레브 대표단은 유대인 음악가들의 실질적인 공헌에도 불구하고 단 한 명의 유대인 단원도 파견하지 않았다.,,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
arts_01__claudecode,윤서,9,93,1934.0,1934.0,청각적 게토화,근거 있음,"특히 1934년 콩스탕틴 폭동 이후 이러한 긴장은 극에 달해, 무슬림 관객들이 유대인 연주자들에게 야유를 보내거나 이들을 무대에서 축출하는 사태까지 벌어졌다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",현재 claim 분할기 출력에 없는 claim
arts_01__claudecode,윤서,9,94,콩스탕틴 폭동,콩스탕틴 폭동,청각적 게토화,근거 있음,"특히 1934년 콩스탕틴 폭동 이후 이러한 긴장은 극에 달해, 무슬림 관객들이 유대인 연주자들에게 야유를 보내거나 이들을 무대에서 축출하는 사태까지 벌어졌다.",,"[제목] 청각적 게토화
[본문] 제도적 배제에서 셰이크 레이몽까지
[연표행] 1930–34
[불릿] 무슬림 전용 오케스트라 창설
[불릿] 라 라시디아(1934), 엘 자자이리아(1930) 등 설립. 유대인 중심 협회가 주류에서 밀려남
[스탯] 1932
[불릿] 카이로 아랍음악학회
[불릿] 마그레브 대표단에 유대인 음악가 단 한 명도 파견하지 않음. 조직적 배제의 상징
[스탯] 1934
[불릿] 콩스탕틴 폭동
[불릿] 반유대주의 폭동으로 25명의 유대인 사망. 유대인 연주자에 대한 야유와 무대 축출
[스탯] 1961
[불릿] 셰이크 레이몽 암살
[불릿] 콩스탕틴에서 유대-무슬림 음악적 공존의 마지막 상징이 비극적으로 파멸
[본문] 수 세기 동안 음악을 매개로 지속된 ‘분리 불가능한 얽힘’이 근대 민족주의의 칼날 아래 해체",
